                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5801,                 4.8883,                 1.0063,                      0,                      0,                      0,                      0,                   1.36,                 4.6798,                0.88788,              3.156e-05,              3.156e-05,              3.156e-05
