                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2643,                 3.3456,                0.91581,                0.84862,                0.87846,                0.91356,                0.57911,                 1.1269,                0.99999,                0.89623,              3.156e-05,              3.156e-05,              3.156e-05
