                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.485,                 4.4337,                0.99939,                  8e-05,                0.00079,                  2e-05,                  1e-05,                 1.9486,                 13.531,                 1.4548,             0.00053979,             0.00053979,             0.00053979
